Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,IncomeCategory,ExperienceCategory,PromotionRiskScore,OT_Score,AttritionRiskScore
28,Yes,Travel_Rarely,1425,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0,Mid,Low Income,Beginner,1,1,14.97614314115308
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,Mid,Medium Income,Intermediate,1,0,3.762443438914027
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,3376,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,Mid,High Income,Intermediate,3,0,6.520218911523259
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,Senior,Medium Income,Experienced,2,1,20.261420171867933
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4,Mid,High Income,Experienced,9,0,1.9733307377846994
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25440,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9,Mid,Medium Income,Experienced,6,0,2.3716077110237697
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,25440,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,Mid,Low Income,Beginner,3,0,6.2087542087542085
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,Senior,Medium Income,Intermediate,3,0,6.370557426112981
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,Mid,Low Income,Beginner,1,0,4.537318712415988
54,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,4,Manager,1,Divorced,17856,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,Veteran,High Income,Expert,8,0,2.5600358422939067
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,25440,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,Mid,Low Income,Intermediate,1,0,6.193867773874162
24,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,22,4,3,80,0,1,4,3,1,1,0,0,Young,Low Income,Beginner,1,0,8.418495297805642
45,No,Travel_Rarely,1425,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,Senior,Medium Income,Intermediate,1,1,10.733638597274961
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,10,Senior,Medium Income,Experienced,5,0,2.0446400988569664
24,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,Young,Low Income,Beginner,2,0,4.797065611605671
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2,Senior,Low Income,Intermediate,1,1,13.40599455040872
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,Female,50,3,4,Manager,3,Divorced,17856,18640,3,Y,No,18,3,2,80,1,26,5,3,7,7,4,7,Veteran,High Income,Expert,8,0,4.060035842293907
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,25440,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3,Mid,Low Income,Intermediate,2,1,17.112546125461254
24,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Y,Yes,11,3,2,80,1,1,5,3,1,0,0,0,Young,Low Income,Beginner,1,1,10.005082369435682
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,17048,24097,8,Y,No,22,4,1,80,0,28,2,3,20,11,9,9,Veteran,High Income,Expert,13,0,1.5865790708587517
44,No,Non-Travel,164,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,1,0,0,0,Senior,Low Income,Intermediate,1,0,12.866812227074236
33,No,Travel_Rarely,164,Human Resources,2,3,Human Resources,1,1207,2,Male,97,3,1,Human Resources,3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,Mid,Low Income,Beginner,2,0,3.7777777777777777
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0,Senior,Low Income,Beginner,1,0,7.246084480303749
30,No,Travel_Rarely,1329,Sales,26,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3,Mid,Medium Income,Intermediate,2,0,15.430133657351154
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,1,0,0,0,Senior,Medium Income,Beginner,2,0,3.3110700254217704
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,33,3,4,Manager,1,Married,17856,9490,2,Y,No,22,4,3,80,1,28,3,3,2,2,2,2,Veteran,High Income,Expert,6,0,1.5600358422939067
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,Mid,Low Income,Intermediate,4,0,12.628911138923655
46,No,Travel_Rarely,1425,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,4,Research Director,2,Married,17856,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3,Veteran,High Income,Expert,4,0,8.060035842293907
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7,Mid,High Income,Experienced,3,1,14.6153245594468
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3376,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,Young,Low Income,Beginner,1,0,13.024886877828054
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,Mid,Medium Income,Intermediate,2,0,14.703128442388191
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,Senior,Low Income,Intermediate,2,0,6.6483035388544325
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9,Mid,Low Income,Intermediate,10,0,6.364508736751647
44,No,Travel_Rarely,200,Research & Development,26,4,Other,1,1225,4,Male,33,3,2,Research Scientist,4,Single,4541,7744,1,Y,No,22,4,2,80,0,20,3,3,20,11,9,10,Senior,Medium Income,Experienced,11,0,15.202158114952653
24,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2,Young,Low Income,Beginner,3,0,14.234129947722181
46,No,Travel_Rarely,164,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,Veteran,High Income,Experienced,3,0,2.355197181189863
42,No,Non-Travel,179,Human Resources,2,4,Medical,1,1231,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,Senior,Medium Income,Intermediate,2,0,2.5943877551020407
54,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,Veteran,Medium Income,Experienced,3,1,10.415708812260537
32,No,Travel_Frequently,164,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,Mid,Low Income,Beginner,3,0,10.145643456069996
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,3376,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7,Mid,Medium Income,Intermediate,2,1,8.00080032012805
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,Senior,High Income,Experienced,10,1,6.4754194303550525
33,No,Travel_Rarely,164,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,Mid,Low Income,Experienced,5,0,8.095828838547284
40,No,Travel_Rarely,164,Sales,10,3,Technical Degree,1,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,Senior,High Income,Intermediate,3,0,6.4594279042615295
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1,Young,Medium Income,Beginner,3,0,7.020202020202021
30,No,Travel_Rarely,1425,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,Mid,Low Income,Experienced,6,1,8.29407655769768
42,No,Travel_Frequently,458,Research & Development,26,4,Medical,1,1242,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Y,Yes,17,3,3,80,0,20,5,3,1,0,0,0,Senior,High Income,Experienced,3,1,18.758092638920477
35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,5,2,13,2,4,10,Mid,High Income,Experienced,7,1,9.963669654042594
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8,Mid,Low Income,Intermediate,7,1,16.47427293064877
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,No,17,3,1,80,1,28,2,1,5,4,1,4,Veteran,High Income,Expert,4,0,1.4521995810321844
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,Married,2097,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7,Senior,Low Income,Intermediate,8,0,5.768717215069146
24,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,Female,96,2,1,Research Scientist,2,Single,2097,6148,1,Y,Yes,22,4,2,80,0,1,2,4,1,1,0,0,Young,Low Income,Beginner,1,1,14.768717215069145
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,Mid,Medium Income,Beginner,2,0,3.1595744680851063
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,Y,No,14,3,1,80,0,28,2,3,10,9,0,9,Veteran,High Income,Expert,4,0,2.062461330783509
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,Mid,High Income,Intermediate,2,1,11.963486023708473
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8,Mid,High Income,Intermediate,3,0,13.467997651203758
54,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,Veteran,Medium Income,Experienced,2,0,3.4338619222587505
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96,1,4,Research Director,4,Married,17856,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7,Senior,High Income,Expert,4,0,2.0600358422939067
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,85,2,4,Manager,3,Married,17856,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0,Veteran,High Income,Expert,4,0,2.5600358422939067
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,Senior,Medium Income,Experienced,1,0,4.208559046587215
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,Veteran,Low Income,Intermediate,1,0,4.907776475185619
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3376,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,Mid,Low Income,Beginner,1,0,5.972983710766786
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,Mid,High Income,Intermediate,3,1,10.009889778046203
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,76,2,4,Research Director,4,Single,17856,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0,Veteran,High Income,Expert,4,0,1.0600358422939067
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,Mid,High Income,Intermediate,5,0,1.1201935003721162
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0,Mid,Low Income,Beginner,1,0,13.868471953578336
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,4,Manager,2,Married,17856,8751,7,Y,No,11,3,3,80,1,26,5,3,20,9,3,10,Senior,High Income,Expert,7,0,3.0600358422939067
33,No,Travel_Rarely,536,Sales,10,4,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,Mid,High Income,Intermediate,3,1,11.193317422434367
24,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,Young,Low Income,Beginner,1,1,20.84001336005344
24,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,2097,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1,Young,Low Income,Beginner,1,0,5.268717215069146
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,Male,73,1,1,Sales Representative,4,Single,2097,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0,Young,Low Income,Beginner,2,1,21.768717215069145
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,Mid,Low Income,Intermediate,3,1,10.478260869565217
45,Yes,Travel_Rarely,1425,Sales,2,3,Marketing,1,1277,1,Female,94,1,4,Manager,2,Single,17856,3376,2,Y,Yes,16,3,1,80,0,26,2,3,20,10,1,10,Senior,High Income,Expert,5,1,6.560035842293907
54,No,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25440,1,Y,Yes,15,3,4,80,1,28,3,3,20,9,9,0,Veteran,High Income,Expert,13,1,9.736539736318775
24,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2,Young,Low Income,Beginner,3,0,8.80952380952381
46,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,4,Manager,2,Married,17856,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8,Veteran,High Income,Expert,4,0,2.5600358422939067
34,No,Travel_Rarely,164,Sales,2,3,Marketing,1,1281,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2,Mid,Medium Income,Beginner,2,1,8.203613926840017
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,4,Male,83,3,4,Manager,2,Divorced,17856,19196,4,Y,Yes,22,4,1,80,1,28,5,2,20,10,9,10,Veteran,High Income,Expert,13,1,10.060035842293907
54,No,Travel_Rarely,1425,Research & Development,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,Y,No,12,3,4,80,0,25,5,2,9,7,5,4,Veteran,High Income,Expert,8,0,9.951293759512938
34,No,Travel_Frequently,164,Research & Development,19,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,Mid,Medium Income,Experienced,7,0,11.75022502250225
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,Mid,Low Income,Beginner,1,1,10.142525533890437
44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,3,Male,92,4,4,Manager,1,Divorced,17856,17477,1,Y,No,14,3,4,80,2,26,4,2,20,9,9,10,Senior,High Income,Expert,13,0,2.5600358422939067
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8,Mid,Medium Income,Experienced,3,0,7.727171492204899
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2,Mid,Low Income,Beginner,3,1,10.852253280091272
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0,Senior,Low Income,Experienced,2,1,12.715851602023609
43,No,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,20,7,9,10,Senior,High Income,Expert,12,0,2.977421561919656
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,3376,8,Y,Yes,11,3,4,80,0,18,2,3,16,11,5,10,Senior,Medium Income,Experienced,7,1,7.848428835489834
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,1,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5,Senior,High Income,Intermediate,3,0,8.75344697919278
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2,Mid,Medium Income,Beginner,3,1,8.585983966899406
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,Y,No,14,3,2,80,0,8,5,2,7,0,7,7,Veteran,Low Income,Intermediate,8,0,6.523608174770965
30,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7,Mid,Medium Income,Intermediate,3,1,11.629925452609159
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7,Mid,Low Income,Intermediate,8,1,11.494908655286014
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,Single,2097,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2,Mid,Low Income,Beginner,2,0,5.268717215069146
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,2097,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1,Young,Low Income,Beginner,3,0,5.268717215069146
32,No,Travel_Rarely,604,Sales,8,3,Medical,1,1304,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,Mid,Medium Income,Intermediate,2,0,5.610565308423256
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,2,Female,83,3,4,Manager,2,Single,17856,13035,3,Y,No,22,4,3,80,0,22,4,3,1,0,0,0,Senior,High Income,Expert,4,0,13.060035842293907
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,3,Female,94,2,4,Manager,2,Divorced,17123,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,9,2,Senior,High Income,Expert,13,1,12.084009811364831
54,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1308,1,Male,88,3,1,Research Scientist,3,Divorced,2372,25440,1,Y,No,12,3,4,80,2,2,3,3,2,2,2,2,Veteran,Low Income,Beginner,3,0,15.715851602023609
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,1309,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1,Mid,Medium Income,Intermediate,3,0,5.547921359819783
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3,Senior,Medium Income,Intermediate,1,0,14.061475409836065
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,0,Y,No,12,3,1,80,1,10,5,3,9,2,6,7,Mid,Medium Income,Intermediate,8,0,5.161227577263886
36,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,Y,No,12,3,1,80,0,10,1,3,7,7,1,7,Senior,High Income,Intermediate,4,0,6.40964195094446
46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7,Veteran,Low Income,Intermediate,6,0,3.4214139643587496
28,No,Non-Travel,1425,Research & Development,1,3,Life Sciences,1,1315,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,Y,No,11,3,1,80,3,10,5,3,9,8,7,5,Mid,High Income,Intermediate,9,0,1.9983518130056936
50,No,Travel_Rarely,1322,Research & Development,26,3,Life Sciences,1,1317,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2,Veteran,High Income,Expert,5,1,18.592417061611375
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0,Senior,High Income,Intermediate,4,1,18.59962612711678
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,8,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7,Veteran,High Income,Intermediate,10,1,8.683992422448496
30,No,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,11916,25440,1,Y,Yes,22,4,4,80,2,9,2,3,9,1,0,8,Mid,High Income,Intermediate,3,1,14.339207787848272
39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,1,Male,33,3,2,Manufacturing Director,3,Single,4534,13352,0,Y,No,11,3,1,80,0,9,5,3,8,7,1,7,Senior,Medium Income,Intermediate,3,0,11.205558006175563
